Age,Gender,Monthly Income (AED),Highest Education,Nationality,Purchase Frequency,Monthly Skincare Spend (AED),Brand Preference,Purchase Influencing Factors,Platforms Used,Most Trusted Platform,Influencer Count,Main Influencer Tier Followed,Influencer Content Type Considered,Purchased After Influencer Recommendation,Likelihood to Try Influencer Brand,Willingness to Pay Extra,Main Challenge,Influencer Marketing Effectiveness,Most Influential Ad Format,Purchase Time After Influencer,Online Community Member,Would Recommend Based on Influencer,Biggest Influencer Marketing Turn-off,Preferred Discovery Channel
30,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Premium,"Brand reputation, Friends/Family recommendations",Instagram,Instagram,1–3,Macro (100k–1M),"YouTube Videos, TikTok Videos",No,Likely,No increase,Too many options,Neutral,Long video (YouTube/TikTok),Never,Yes,No,Repetitive ads,Social media/influencers
40,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,100–249,Korean,"Social media influencers, Friends/Family recommendations","Instagram, YouTube, TikTok, Snapchat",Instagram,8 or more,Macro (100k–1M),"Instagram Posts, Instagram Reels",Yes,Likely,11–25% more,Hard to find in Dubai,Highly effective,Long video (YouTube/TikTok),Immediately,No,Yes,Repetitive ads,Online search
39,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Korean,"Product ingredients, Price","TikTok, Snapchat",TikTok,1–3,Macro (100k–1M),"Instagram Reels, YouTube Videos",Yes,Neutral,No increase,Not enough trusted reviews,Somewhat effective,Story,Within a week,No,No,Over-promotion,Advertisements
39,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,Less than 100,Korean,"Brand reputation, Social media influencers","Instagram, YouTube, TikTok",TikTok,1–3,Celebrity (10M+),"Instagram Stories, Instagram Reels",Yes,Very unlikely,26–50% more,Not enough trusted reviews,Highly effective,Standard post,After a long time,No,Yes,Lack of authenticity,Online search
54,Male,"10,000–19,999",High School,Expat – Asian,Monthly,250–499,No preference,"Brand reputation, Product ingredients",Instagram,YouTube,None,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Neutral,1–10% more,Products are expensive,Somewhat effective,Reel,Within a week,Yes,Yes,Repetitive ads,Friends/Family
39,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,Less than 100,Drugstore,"Online reviews, Product ingredients",Instagram,Instagram,8 or more,Macro (100k–1M),"Instagram Posts, Instagram Reels, TikTok Videos",No,Unlikely,No increase,Not sure what works for me,Somewhat effective,Standard post,Within a month,Yes,No,Repetitive ads,Online search
25,Female,"Less than 5,000",Bachelor’s Degree,Expat – Asian,Monthly,Less than 100,Korean,"Online reviews, Brand reputation","Instagram, YouTube",YouTube,1–3,Mega (1M–10M),"Instagram Posts, Instagram Stories, Instagram Reels",No,Likely,More than 50% more,Not sure what works for me,Not very effective,Reel,After a long time,Yes,No,Unrelatable content,Social media/influencers
31,Male,"30,000 or more",Other,Expat – Western,Monthly,"1,000 or more",Korean,"Friends/Family recommendations, Product ingredients","Instagram, TikTok",YouTube,8 or more,Micro (10k–100k),"Instagram Posts, Instagram Reels, TikTok Videos",No,Neutral,No increase,Not enough trusted reviews,Highly effective,Story,Never,No,No,Unrelatable content,Social media/influencers
37,Male,"5,000–9,999",Master’s Degree,Expat – Arab,Monthly,Less than 100,Premium,"Brand reputation, Product ingredients","Instagram, YouTube, Snapchat",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Reels",No,Very likely,1–10% more,Too many options,Neutral,Reel,Within a month,No,No,Lack of authenticity,Social media/influencers
40,Male,"30,000 or more",Doctorate,Expat – Western,Every 2–3 months,"1,000 or more",Korean,"Social media influencers, Product ingredients",None,None,1–3,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",Yes,Very likely,No increase,Not enough trusted reviews,Neutral,Standard post,Never,No,Yes,Repetitive ads,Social media/influencers
48,Female,"30,000 or more",Master’s Degree,Expat – Asian,Every 2–3 months,"1,000 or more",Korean,"Social media influencers, Product ingredients","Instagram, YouTube",YouTube,4–7,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",Yes,Neutral,11–25% more,Not sure what works for me,Somewhat effective,Standard post,Within a month,No,Yes,Repetitive ads,Online search
40,Non-binary,"20,000–29,999",Bachelor’s Degree,Expat – Arab,Monthly,100–249,Korean,"Price, Product ingredients",None,None,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Likely,1–10% more,Hard to find in Dubai,Somewhat effective,Standard post,Within a week,No,Yes,Over-promotion,Social media/influencers
21,Male,"10,000–19,999",High School,Expat – Arab,Every 2–3 months,Less than 100,Korean,"Friends/Family recommendations, Brand reputation","Instagram, YouTube, TikTok",YouTube,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels",Yes,Unlikely,No increase,Too many options,Somewhat effective,Reel,Within a month,No,Yes,Over-promotion,Social media/influencers
26,Female,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Monthly,250–499,No preference,"Social media influencers, Online reviews",Snapchat,None,1–3,Macro (100k–1M),YouTube Videos,No,Likely,No increase,Not sure what works for me,Somewhat effective,Reel,Within a month,No,No,Unrelatable content,Online search
49,Male,"20,000–29,999",Bachelor’s Degree,Expat – Asian,Rarely,250–499,No preference,"Social media influencers, Online reviews","Instagram, TikTok, Snapchat",TikTok,1–3,Macro (100k–1M),Instagram Posts,Yes,Unlikely,11–25% more,Hard to find in Dubai,Highly effective,Story,Within a month,No,No,Repetitive ads,Advertisements
36,Non-binary,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Monthly,Less than 100,Premium,"Online reviews, Product ingredients","Instagram, TikTok",TikTok,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels",No,Very unlikely,No increase,Hard to find in Dubai,Somewhat effective,Reel,Within a month,No,No,Repetitive ads,Friends/Family
41,Male,"10,000–19,999",Bachelor’s Degree,Emirati,Every 2–3 months,250–499,Drugstore,"Online reviews, Friends/Family recommendations","Instagram, TikTok",Instagram,1–3,Micro (10k–100k),None,No,Very likely,No increase,Products are expensive,Not effective at all,Long video (YouTube/TikTok),Within a month,No,No,Repetitive ads,Friends/Family
35,Female,"30,000 or more",Bachelor’s Degree,Expat – Asian,Weekly,Less than 100,Organic/Natural,"Social media influencers, Price","Instagram, YouTube",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Likely,1–10% more,Not enough trusted reviews,Highly effective,Story,Within a month,No,Yes,Over-promotion,Social media/influencers
31,Female,"5,000–9,999",Bachelor’s Degree,Expat – Western,Monthly,250–499,No preference,"Online reviews, Brand reputation","Instagram, YouTube, TikTok, Facebook",Instagram,None,Celebrity (10M+),Instagram Stories,No,Neutral,11–25% more,Not sure what works for me,Somewhat effective,Long video (YouTube/TikTok),Never,No,Yes,Unrelatable content,In-store
35,Female,"5,000–9,999",Bachelor’s Degree,Expat – Western,Monthly,Less than 100,Premium,"Product ingredients, Friends/Family recommendations",TikTok,TikTok,None,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos",No,Likely,No increase,Not sure what works for me,Not effective at all,Reel,Within a month,Yes,No,Repetitive ads,Social media/influencers
42,Female,"5,000–9,999",High School,Expat – Asian,Every 2–3 months,Less than 100,Premium,"Product ingredients, Friends/Family recommendations","Instagram, TikTok",Instagram,1–3,Mega (1M–10M),"Instagram Posts, Instagram Reels, YouTube Videos",No,Likely,No increase,Too many options,Not very effective,Standard post,Within a week,Yes,No,Lack of authenticity,Friends/Family
39,Male,"10,000–19,999",Master’s Degree,Other,Monthly,Less than 100,No preference,"Friends/Family recommendations, Price",Instagram,Instagram,None,Micro (10k–100k),Instagram Stories,No,Unlikely,11–25% more,Products are expensive,Not very effective,Story,After a long time,No,No,Over-promotion,In-store
56,Female,"20,000–29,999",High School,Expat – Asian,Rarely,"1,000 or more",Organic/Natural,"Brand reputation, Price",Instagram,YouTube,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",No,Very unlikely,No increase,Not sure what works for me,Not very effective,Reel,Within a week,No,No,Unrelatable content,Social media/influencers
24,Male,"5,000–9,999",High School,Expat – Arab,Monthly,100–249,Premium,"Social media influencers, Online reviews","Instagram, YouTube",Instagram,1–3,Macro (100k–1M),"Instagram Posts, YouTube Videos",No,Neutral,1–10% more,Products are expensive,Somewhat effective,Reel,After a long time,Yes,No,Repetitive ads,Social media/influencers
25,Male,"30,000 or more",Bachelor’s Degree,Expat – Western,Monthly,"1,000 or more",Korean,"Product ingredients, Brand reputation","Instagram, TikTok",Instagram,1–3,Mega (1M–10M),"Instagram Posts, Instagram Reels",No,Likely,26–50% more,Not sure what works for me,Not very effective,Story,Immediately,No,Yes,Lack of authenticity,Online search
36,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Monthly,"1,000 or more",No preference,"Friends/Family recommendations, Brand reputation","Instagram, YouTube, Facebook",YouTube,None,Macro (100k–1M),Instagram Reels,No,Likely,11–25% more,Not sure what works for me,Not effective at all,Long video (YouTube/TikTok),Within a week,No,No,Lack of authenticity,Social media/influencers
48,Male,"30,000 or more",Bachelor’s Degree,Expat – Asian,Every 2–3 months,"1,000 or more",Organic/Natural,"Product ingredients, Brand reputation","Instagram, TikTok, Snapchat",YouTube,1–3,Mega (1M–10M),"Instagram Posts, YouTube Videos, TikTok Videos",No,Likely,No increase,Not enough trusted reviews,Somewhat effective,Reel,Within a week,No,No,Lack of authenticity,Advertisements
52,Male,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Monthly,Less than 100,Organic/Natural,"Brand reputation, Social media influencers",Instagram,YouTube,4–7,Not sure,"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",Yes,Likely,No increase,Products are expensive,Somewhat effective,Story,Immediately,Yes,Yes,Over-promotion,Social media/influencers
32,Female,"20,000–29,999",Bachelor’s Degree,Expat – Western,Every 2–3 months,250–499,Organic/Natural,"Social media influencers, Brand reputation","Instagram, TikTok, Snapchat",Instagram,1–3,Micro (10k–100k),Instagram Reels,Yes,Likely,No increase,Not sure what works for me,Somewhat effective,Standard post,Within a month,No,Yes,Lack of authenticity,Online search
19,Non-binary,"Less than 5,000",Bachelor’s Degree,Expat – Western,Rarely,Less than 100,Drugstore,"Friends/Family recommendations, Online reviews",Instagram,YouTube,8 or more,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",Yes,Very likely,26–50% more,Not sure what works for me,Somewhat effective,Standard post,Within a month,Yes,Yes,Unrelatable content,Social media/influencers
32,Female,"20,000–29,999",Doctorate,Expat – Arab,Rarely,250–499,Organic/Natural,"Product ingredients, Brand reputation",YouTube,TikTok,None,Micro (10k–100k),Instagram Posts,No,Unlikely,More than 50% more,Too many options,Somewhat effective,Reel,After a long time,No,No,Repetitive ads,Online search
45,Male,"Less than 5,000",Doctorate,Expat – Arab,Monthly,Less than 100,Premium,"Brand reputation, Product ingredients","Instagram, YouTube, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels",No,Neutral,No increase,Too many options,Neutral,Reel,Within a month,Yes,No,Unrelatable content,Social media/influencers
39,Male,"20,000–29,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,"1,000 or more",No preference,"Social media influencers, Product ingredients","Instagram, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels, TikTok Videos",No,Neutral,1–10% more,Not enough trusted reviews,Somewhat effective,Reel,Within a week,No,Yes,Lack of authenticity,Friends/Family
49,Female,"30,000 or more",Bachelor’s Degree,Expat – Asian,Every 2–3 months,100–249,Premium,"Social media influencers, Product ingredients","Instagram, YouTube, TikTok",TikTok,1–3,Mega (1M–10M),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Very unlikely,11–25% more,Too many options,Somewhat effective,Reel,Within a month,Yes,Yes,Repetitive ads,Social media/influencers
62,Male,"5,000–9,999",Master’s Degree,Expat – Arab,Monthly,500–999,Organic/Natural,"Brand reputation, Online reviews","Instagram, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",Yes,Likely,No increase,Too many options,Highly effective,Story,Within a month,Yes,Yes,Unrelatable content,Social media/influencers
37,Male,"5,000–9,999",High School,Expat – Asian,Every 2–3 months,Less than 100,Premium,"Online reviews, Social media influencers","Instagram, YouTube",Instagram,4–7,Micro (10k–100k),"Instagram Stories, Instagram Reels, YouTube Videos",Yes,Very likely,No increase,Hard to find in Dubai,Neutral,Reel,After a long time,Yes,Yes,Lack of authenticity,Social media/influencers
33,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Weekly,100–249,Korean,"Brand reputation, Social media influencers","Instagram, YouTube",Instagram,1–3,Micro (10k–100k),"Instagram Stories, Instagram Reels, YouTube Videos",No,Unlikely,No increase,Not enough trusted reviews,Highly effective,Standard post,Within a month,Yes,No,Over-promotion,Social media/influencers
29,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,Less than 100,Drugstore,"Price, Social media influencers","Instagram, Snapchat",Instagram,1–3,Celebrity (10M+),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Very unlikely,1–10% more,Too many options,Highly effective,Story,Within a week,No,Yes,Repetitive ads,Social media/influencers
25,Female,"20,000–29,999",Doctorate,Emirati,Monthly,250–499,Korean,"Product ingredients, Friends/Family recommendations","Instagram, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels",No,Neutral,26–50% more,Too many options,Neutral,Reel,Within a month,No,No,Repetitive ads,Friends/Family
23,Male,"Less than 5,000",High School,Expat – Arab,Monthly,Less than 100,Organic/Natural,"Social media influencers, Price","Instagram, YouTube, TikTok",Instagram,1–3,Celebrity (10M+),"Instagram Stories, Instagram Reels",No,Very likely,26–50% more,Too many options,Somewhat effective,Story,Within a month,No,No,Unrelatable content,Social media/influencers
31,Male,"Less than 5,000",Bachelor’s Degree,Other,Monthly,Less than 100,Organic/Natural,"Brand reputation, Product ingredients","Instagram, YouTube, TikTok",Instagram,1–3,Not sure,Instagram Reels,Yes,Unlikely,No increase,Not enough trusted reviews,Highly effective,Long video (YouTube/TikTok),Within a month,No,Yes,Lack of authenticity,Advertisements
58,Non-binary,"30,000 or more",Master’s Degree,Expat – Arab,Monthly,250–499,Korean,"Social media influencers, Product ingredients","Instagram, YouTube, TikTok",Instagram,4–7,Macro (100k–1M),YouTube Videos,No,Very likely,No increase,Products are expensive,Somewhat effective,Long video (YouTube/TikTok),Never,No,No,Repetitive ads,Friends/Family
51,Male,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,250–499,Drugstore,"Product ingredients, Brand reputation","Instagram, TikTok",YouTube,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Likely,1–10% more,Not enough trusted reviews,Neutral,Reel,Within a week,Yes,No,Lack of authenticity,Friends/Family
33,Female,"20,000–29,999",High School,Expat – Asian,Weekly,500–999,No preference,"Brand reputation, Price","Instagram, TikTok",TikTok,1–3,Micro (10k–100k),"Instagram Reels, YouTube Videos",No,Likely,11–25% more,Too many options,Neutral,Standard post,Within a month,No,No,Repetitive ads,Friends/Family
89,Female,"5,000–9,999",Other,Expat – Arab,Monthly,250–499,Korean,"Brand reputation, Friends/Family recommendations","Instagram, YouTube",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos",No,Very unlikely,1–10% more,Not enough trusted reviews,Somewhat effective,Story,Within a week,Yes,No,Unrelatable content,Online search
31,Female,"10,000–19,999",Bachelor’s Degree,Emirati,Monthly,Less than 100,Organic/Natural,"Product ingredients, Online reviews","Instagram, YouTube, Snapchat",YouTube,4–7,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels",No,Likely,1–10% more,Not sure what works for me,Highly effective,Standard post,Within a week,No,No,Lack of authenticity,Social media/influencers
65,Male,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,250–499,Organic/Natural,"Social media influencers, Product ingredients","Instagram, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Reels, TikTok Videos",Yes,Unlikely,1–10% more,Not sure what works for me,Neutral,Reel,Within a month,No,Yes,Lack of authenticity,Social media/influencers
71,Male,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,250–499,Organic/Natural,"Product ingredients, Price","Instagram, YouTube, TikTok",Instagram,None,Micro (10k–100k),"Instagram Posts, Instagram Stories",No,Likely,No increase,Products are expensive,Not very effective,Long video (YouTube/TikTok),Within a month,No,No,Lack of authenticity,Social media/influencers
47,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,100–249,Korean,"Online reviews, Brand reputation",Instagram,TikTok,1–3,Macro (100k–1M),"Instagram Stories, Instagram Reels",No,Likely,1–10% more,Not sure what works for me,Neutral,Reel,Within a month,No,No,Lack of authenticity,Friends/Family
31,Female,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,100–249,Organic/Natural,"Social media influencers, Price",Instagram,Instagram,1–3,Macro (100k–1M),Instagram Stories,No,Very unlikely,More than 50% more,Too many options,Neutral,Long video (YouTube/TikTok),Within a month,No,No,Lack of authenticity,In-store
34,Female,"5,000–9,999",High School,Expat – Asian,Monthly,Less than 100,Korean,"Price, Brand reputation","Instagram, TikTok, Snapchat",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels",No,Very likely,No increase,Products are expensive,Somewhat effective,Long video (YouTube/TikTok),After a long time,Yes,No,Unrelatable content,Online search
42,Male,"5,000–9,999",High School,Other,Every 2–3 months,Less than 100,Organic/Natural,"Online reviews, Brand reputation","Instagram, YouTube",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, YouTube Videos, TikTok Videos",Yes,Neutral,1–10% more,Not sure what works for me,Neutral,Long video (YouTube/TikTok),Immediately,Yes,No,Unrelatable content,Friends/Family
25,Male,"10,000–19,999",Master’s Degree,Expat – Arab,Monthly,Less than 100,Organic/Natural,"Product ingredients, Price",Instagram,YouTube,4–7,Mega (1M–10M),Instagram Reels,No,Likely,No increase,Not sure what works for me,Not very effective,Story,Within a week,No,No,Unrelatable content,In-store
28,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,Less than 100,Drugstore,"Brand reputation, Product ingredients","Instagram, YouTube, TikTok",Instagram,4–7,Macro (100k–1M),YouTube Videos,No,Neutral,1–10% more,Products are expensive,Neutral,Long video (YouTube/TikTok),After a long time,No,Yes,Unrelatable content,Online search
27,Female,"10,000–19,999",High School,Expat – Arab,Every 2–3 months,250–499,Premium,"Price, Product ingredients","Instagram, YouTube, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, YouTube Videos",No,Very likely,1–10% more,Products are expensive,Not very effective,Reel,Never,No,No,Repetitive ads,Social media/influencers
48,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Weekly,100–249,Drugstore,"Product ingredients, Price","Instagram, TikTok",YouTube,1–3,Mega (1M–10M),"Instagram Stories, Instagram Reels",No,Likely,1–10% more,Products are expensive,Somewhat effective,Story,Within a month,Yes,No,Repetitive ads,Social media/influencers
62,Male,"10,000–19,999",Master’s Degree,Expat – Asian,Every 2–3 months,500–999,Drugstore,"Social media influencers, Price","Instagram, YouTube",Instagram,1–3,Not sure,"Instagram Reels, YouTube Videos",Yes,Neutral,11–25% more,Too many options,Not very effective,Long video (YouTube/TikTok),After a long time,No,No,Lack of authenticity,Social media/influencers
52,Female,"10,000–19,999",High School,Expat – Arab,Every 2–3 months,250–499,Korean,"Product ingredients, Social media influencers","Instagram, YouTube",Instagram,None,Micro (10k–100k),"Instagram Posts, Instagram Reels",Yes,Likely,No increase,Not sure what works for me,Neutral,Long video (YouTube/TikTok),Within a week,No,Yes,Unrelatable content,Advertisements
57,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Monthly,Less than 100,Organic/Natural,"Online reviews, Social media influencers",Instagram,Instagram,8 or more,Micro (10k–100k),None,Yes,Very likely,1–10% more,Too many options,Not very effective,Reel,Within a week,Yes,No,Lack of authenticity,Online search
30,Female,"Less than 5,000",High School,Emirati,Weekly,250–499,Drugstore,"Brand reputation, Friends/Family recommendations","Instagram, TikTok, Snapchat",Instagram,1–3,Macro (100k–1M),"YouTube Videos, TikTok Videos",No,Neutral,No increase,Not enough trusted reviews,Highly effective,Long video (YouTube/TikTok),After a long time,Yes,No,Lack of authenticity,Friends/Family
35,Female,"Less than 5,000",High School,Expat – Arab,Weekly,100–249,Korean,"Social media influencers, Brand reputation","Instagram, YouTube",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",Yes,Likely,11–25% more,Not sure what works for me,Neutral,Story,Never,No,Yes,Unrelatable content,Online search
36,Male,"10,000–19,999",High School,Expat – Asian,Rarely,100–249,No preference,"Price, Friends/Family recommendations","Instagram, TikTok",YouTube,4–7,Mega (1M–10M),"Instagram Stories, Instagram Reels",No,Very likely,No increase,Products are expensive,Not very effective,Story,Within a week,No,No,Over-promotion,Online search
47,Female,"20,000–29,999",Master’s Degree,Expat – Arab,Every 2–3 months,250–499,Organic/Natural,"Price, Friends/Family recommendations","Instagram, YouTube, Snapchat",YouTube,None,Micro (10k–100k),TikTok Videos,No,Neutral,11–25% more,Too many options,Highly effective,Standard post,Immediately,No,No,Repetitive ads,Social media/influencers
31,Male,"Less than 5,000",High School,Expat – Asian,Monthly,500–999,Korean,"Product ingredients, Brand reputation","Instagram, YouTube",Instagram,4–7,Mega (1M–10M),Instagram Stories,No,Very unlikely,No increase,Too many options,Neutral,Reel,Within a week,No,Yes,Over-promotion,In-store
56,Female,"10,000–19,999",High School,Expat – Arab,Monthly,100–249,Organic/Natural,"Online reviews, Brand reputation",Instagram,Instagram,8 or more,Macro (100k–1M),"Instagram Posts, Instagram Reels, TikTok Videos",No,Very likely,No increase,Not sure what works for me,Not very effective,Reel,Within a week,Yes,No,Lack of authenticity,Social media/influencers
70,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,250–499,Korean,"Online reviews, Product ingredients","Instagram, YouTube, TikTok",Instagram,4–7,Macro (100k–1M),None,Yes,Neutral,No increase,Hard to find in Dubai,Somewhat effective,Story,After a long time,No,Yes,Repetitive ads,Social media/influencers
48,Female,"10,000–19,999",Master’s Degree,Emirati,Every 2–3 months,Less than 100,Drugstore,"Social media influencers, Brand reputation","Instagram, TikTok",Instagram,None,Micro (10k–100k),"Instagram Posts, Instagram Stories, TikTok Videos",Yes,Neutral,More than 50% more,Hard to find in Dubai,Somewhat effective,Reel,Within a month,No,No,Lack of authenticity,Online search
34,Female,"30,000 or more",Bachelor’s Degree,Expat – Western,Weekly,100–249,Drugstore,"Brand reputation, Social media influencers",Instagram,Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",No,Very likely,No increase,Hard to find in Dubai,Somewhat effective,Standard post,Within a month,No,No,Lack of authenticity,Friends/Family
29,Male,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,100–249,Drugstore,"Product ingredients, Online reviews","Instagram, TikTok",Instagram,None,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",No,Very likely,No increase,Not sure what works for me,Somewhat effective,Standard post,Within a month,No,No,Lack of authenticity,Social media/influencers
27,Female,"10,000–19,999",High School,Expat – Western,Every 2–3 months,250–499,Premium,"Product ingredients, Friends/Family recommendations","Instagram, YouTube, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos, TikTok Videos",No,Likely,No increase,Too many options,Highly effective,Story,Never,No,No,None,Advertisements
21,Non-binary,"Less than 5,000",Bachelor’s Degree,Expat – Arab,Weekly,100–249,No preference,"Brand reputation, Online reviews","Instagram, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Stories, Instagram Reels, YouTube Videos",Yes,Unlikely,No increase,Not sure what works for me,Highly effective,Story,Within a week,No,Yes,Over-promotion,Friends/Family
36,Male,"Less than 5,000",Bachelor’s Degree,Expat – Asian,Monthly,500–999,Organic/Natural,"Product ingredients, Brand reputation",TikTok,TikTok,None,Mega (1M–10M),"Instagram Stories, Instagram Reels",No,Very likely,No increase,Products are expensive,Highly effective,Story,Within a month,Yes,Yes,Over-promotion,Online search
35,Male,"30,000 or more",Bachelor’s Degree,Expat – Arab,Rarely,250–499,Korean,"Online reviews, Social media influencers","Instagram, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Unlikely,1–10% more,Too many options,Somewhat effective,Story,Never,No,Yes,Repetitive ads,Social media/influencers
54,Female,"Less than 5,000",Bachelor’s Degree,Expat – Western,Every 2–3 months,Less than 100,Korean,"Brand reputation, Online reviews","Instagram, YouTube, TikTok",Instagram,1–3,Macro (100k–1M),Instagram Reels,No,Neutral,No increase,Not sure what works for me,Somewhat effective,Story,Within a week,No,No,Unrelatable content,Social media/influencers
32,Male,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Monthly,250–499,Premium,"Friends/Family recommendations, Brand reputation","YouTube, TikTok",YouTube,4–7,Macro (100k–1M),Instagram Reels,No,Likely,1–10% more,Too many options,Neutral,Standard post,After a long time,Yes,No,Repetitive ads,Friends/Family
37,Female,"5,000–9,999",High School,Expat – Arab,Weekly,100–249,Korean,"Price, Brand reputation","Instagram, TikTok, Snapchat",Instagram,1–3,Mega (1M–10M),"Instagram Posts, YouTube Videos",No,Likely,No increase,Not enough trusted reviews,Somewhat effective,Story,Within a month,No,No,Over-promotion,Friends/Family
44,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Weekly,Less than 100,Organic/Natural,"Online reviews, Social media influencers","TikTok, Facebook",TikTok,1–3,Not sure,Instagram Posts,Yes,Very unlikely,1–10% more,Not sure what works for me,Neutral,Long video (YouTube/TikTok),Immediately,Yes,Yes,None,Social media/influencers
47,Female,"5,000–9,999",High School,Emirati,Monthly,100–249,Drugstore,"Friends/Family recommendations, Price","Instagram, YouTube, Snapchat, Facebook",YouTube,1–3,Micro (10k–100k),"Instagram Stories, Instagram Reels",No,Very likely,1–10% more,Too many options,Highly effective,Story,Within a week,Yes,No,Repetitive ads,In-store
52,Male,"5,000–9,999",Master’s Degree,Expat – Arab,Every 2–3 months,100–249,Drugstore,"Social media influencers, Price","Instagram, YouTube, Facebook",Instagram,4–7,Mega (1M–10M),"Instagram Stories, YouTube Videos",Yes,Likely,No increase,Not sure what works for me,Somewhat effective,Reel,Within a month,No,Yes,Over-promotion,Social media/influencers
42,Female,"10,000–19,999",Other,Other,Monthly,250–499,Korean,"Brand reputation, Product ingredients",Instagram,Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos, TikTok Videos",No,Neutral,1–10% more,Not sure what works for me,Somewhat effective,Standard post,Within a month,No,No,Over-promotion,Friends/Family
25,Female,"30,000 or more",Other,Other,Every 2–3 months,250–499,Korean,"Price, Product ingredients","Instagram, YouTube, TikTok",Instagram,1–3,Mega (1M–10M),Instagram Stories,No,Very likely,No increase,Not enough trusted reviews,Not very effective,Story,Within a month,No,No,Repetitive ads,Social media/influencers
46,Male,"Less than 5,000",Master’s Degree,Expat – Arab,Rarely,Less than 100,Premium,"Friends/Family recommendations, Price","Instagram, YouTube, Snapchat",Instagram,None,Macro (100k–1M),Instagram Posts,No,Very likely,No increase,Products are expensive,Neutral,Story,Within a week,No,No,Unrelatable content,Friends/Family
